Invoice Date,AC,AD,AJ,AO,BG,BM,BO,BQ,CD,CQ,PJ,VC
2020-02-17,370.0,17.0,26.0,307.0,2.0,24.0,19.0,112.0,605.0,60.0,14.0,
2020-02-18,454.0,14.0,11.0,198.0,5.0,23.0,24.0,70.0,357.0,25.0,5.0,
2020-02-19,345.0,12.0,19.0,231.0,4.0,30.0,25.0,77.0,853.0,52.0,46.0,
2020-02-20,147.0,12.0,22.0,113.0,7.0,17.0,20.0,73.0,371.0,20.0,1.0,
2020-02-21,467.0,16.0,22.0,381.0,13.0,25.0,33.0,74.0,515.0,36.0,5.0,
2020-02-24,217.0,9.0,22.0,188.0,7.0,22.0,20.0,81.0,1687.0,54.0,2.0,
2020-02-25,583.0,20.0,42.0,405.0,7.0,29.0,16.0,110.0,600.0,58.0,4.0,
2020-02-26,189.0,23.0,13.0,139.0,5.0,20.0,13.0,65.0,421.0,40.0,6.0,
2020-02-27,113.0,10.0,10.0,91.0,3.0,15.0,28.0,43.0,211.0,26.0,9.0,
2020-02-28,108.0,11.0,10.0,87.0,5.0,10.0,12.0,48.0,138.0,9.0,2.0,
2020-03-01,4.0,,,,,2.0,2.0,,122.0,6.0,,
2020-03-02,182.0,13.0,20.0,148.0,7.0,10.0,32.0,57.0,521.0,47.0,3.0,
2020-03-03,240.0,11.0,11.0,145.0,3.0,27.0,2.0,42.0,329.0,26.0,6.0,
2020-03-04,206.0,17.0,17.0,191.0,4.0,22.0,13.0,69.0,280.0,45.0,,
2020-03-05,166.0,8.0,21.0,150.0,4.0,22.0,28.0,64.0,431.0,70.0,2.0,
2020-03-06,312.0,18.0,12.0,252.0,4.0,27.0,19.0,98.0,410.0,27.0,2.0,
2020-03-09,159.0,9.0,5.0,124.0,6.0,21.0,13.0,75.0,403.0,22.0,1.0,
2020-03-10,190.0,14.0,18.0,173.0,11.0,15.0,27.0,79.0,356.0,32.0,5.0,
2020-03-11,200.0,12.0,19.0,201.0,6.0,14.0,8.0,55.0,368.0,32.0,8.0,
2020-03-12,201.0,7.0,15.0,138.0,2.0,18.0,18.0,45.0,398.0,30.0,2.0,
2020-03-13,142.0,17.0,10.0,123.0,2.0,18.0,13.0,65.0,434.0,35.0,4.0,
2020-03-16,227.0,17.0,6.0,361.0,2.0,20.0,11.0,83.0,527.0,29.0,,
2020-03-17,243.0,9.0,31.0,134.0,5.0,18.0,16.0,58.0,453.0,30.0,,
2020-03-18,158.0,9.0,15.0,95.0,6.0,24.0,16.0,52.0,352.0,39.0,3.0,
2020-03-19,162.0,8.0,19.0,129.0,4.0,15.0,11.0,43.0,188.0,22.0,7.0,
2020-03-20,116.0,5.0,14.0,95.0,3.0,16.0,12.0,52.0,387.0,22.0,11.0,
2020-03-23,159.0,7.0,,205.0,1.0,2.0,3.0,31.0,1160.0,45.0,2.0,
2020-03-24,104.0,2.0,7.0,69.0,9.0,15.0,19.0,52.0,365.0,46.0,3.0,
2020-03-25,166.0,3.0,5.0,117.0,5.0,24.0,18.0,48.0,704.0,40.0,3.0,
2020-03-26,53.0,2.0,37.0,41.0,3.0,4.0,11.0,30.0,121.0,15.0,1.0,
2020-03-27,26.0,4.0,2.0,22.0,,4.0,4.0,27.0,76.0,7.0,,
2020-03-30,35.0,8.0,3.0,27.0,1.0,4.0,8.0,24.0,65.0,13.0,,
2020-03-31,39.0,8.0,3.0,24.0,1.0,3.0,2.0,24.0,65.0,6.0,2.0,
2020-04-01,42.0,4.0,6.0,36.0,2.0,2.0,1.0,21.0,169.0,12.0,1.0,
2020-04-02,37.0,1.0,1.0,41.0,1.0,4.0,6.0,25.0,106.0,10.0,,
2020-04-03,56.0,3.0,11.0,49.0,,10.0,7.0,30.0,100.0,9.0,1.0,
2020-04-06,107.0,5.0,5.0,94.0,2.0,18.0,11.0,45.0,239.0,20.0,2.0,
2020-04-07,357.0,2.0,7.0,424.0,,5.0,5.0,32.0,128.0,22.0,,
2020-04-08,34.0,2.0,12.0,31.0,,7.0,1.0,13.0,141.0,13.0,,
2020-04-09,90.0,5.0,3.0,32.0,,7.0,,13.0,82.0,13.0,1.0,
2020-04-10,23.0,1.0,1.0,21.0,,,,4.0,122.0,3.0,,
2020-04-13,,,,,,,,,14.0,,,
2020-04-14,93.0,6.0,14.0,59.0,,5.0,7.0,47.0,208.0,17.0,1.0,
2020-04-15,87.0,4.0,4.0,77.0,2.0,8.0,8.0,35.0,248.0,36.0,2.0,
2020-04-16,210.0,6.0,5.0,161.0,,13.0,3.0,94.0,247.0,11.0,,
2020-04-17,42.0,6.0,8.0,32.0,2.0,9.0,13.0,22.0,120.0,8.0,1.0,
2020-04-20,55.0,3.0,4.0,35.0,4.0,14.0,5.0,22.0,275.0,15.0,1.0,
2020-04-21,44.0,4.0,1.0,44.0,,5.0,7.0,13.0,371.0,17.0,,
2020-04-22,121.0,2.0,15.0,75.0,,12.0,5.0,23.0,244.0,38.0,1.0,
2020-04-23,147.0,4.0,3.0,128.0,1.0,8.0,73.0,27.0,586.0,62.0,,
2020-04-24,158.0,2.0,18.0,122.0,,9.0,6.0,38.0,391.0,21.0,1.0,
2020-04-25,,,,2.0,,,,,5.0,,,
2020-04-27,69.0,7.0,17.0,38.0,2.0,10.0,12.0,13.0,611.0,64.0,1.0,
2020-04-28,1226.0,7.0,10.0,1274.0,4.0,6.0,13.0,34.0,113.0,27.0,,
2020-04-29,32.0,1.0,1.0,33.0,,3.0,2.0,7.0,51.0,7.0,,
2020-04-30,80.0,12.0,,64.0,1.0,7.0,11.0,39.0,114.0,10.0,,
2020-05-01,1.0,,,2.0,,,1.0,,33.0,4.0,,
2020-05-04,72.0,3.0,3.0,50.0,,9.0,8.0,25.0,229.0,49.0,2.0,
2020-05-05,139.0,2.0,25.0,111.0,3.0,11.0,7.0,31.0,161.0,12.0,2.0,
2020-05-06,51.0,6.0,11.0,51.0,2.0,6.0,9.0,10.0,332.0,24.0,1.0,
2020-05-07,109.0,6.0,11.0,102.0,3.0,9.0,12.0,43.0,216.0,8.0,,
2020-05-08,61.0,2.0,1.0,46.0,3.0,10.0,14.0,27.0,147.0,6.0,,
2020-05-11,57.0,8.0,24.0,50.0,,5.0,,21.0,195.0,35.0,1.0,
2020-05-12,116.0,5.0,4.0,81.0,,15.0,6.0,36.0,280.0,16.0,19.0,
2020-05-13,39.0,2.0,11.0,39.0,2.0,7.0,6.0,27.0,388.0,13.0,,
2020-05-14,131.0,6.0,16.0,128.0,2.0,11.0,13.0,39.0,218.0,15.0,,
2020-05-15,75.0,4.0,12.0,50.0,3.0,9.0,18.0,29.0,348.0,30.0,3.0,
2020-05-16,,,,,,,,,,,8.0,
2020-05-18,117.0,11.0,2.0,107.0,3.0,14.0,13.0,41.0,432.0,39.0,,
2020-05-19,65.0,2.0,19.0,59.0,,12.0,12.0,33.0,515.0,28.0,2.0,
2020-05-20,141.0,7.0,4.0,113.0,2.0,8.0,17.0,39.0,857.0,39.0,1.0,
2020-05-21,96.0,3.0,,46.0,,1.0,,16.0,122.0,13.0,1.0,
2020-05-22,175.0,8.0,2.0,146.0,,13.0,3.0,18.0,453.0,26.0,2.0,
2020-05-25,248.0,6.0,9.0,156.0,4.0,28.0,26.0,48.0,783.0,37.0,6.0,
2020-05-26,92.0,6.0,12.0,71.0,4.0,10.0,14.0,34.0,309.0,14.0,,
2020-05-27,104.0,4.0,10.0,85.0,4.0,8.0,28.0,46.0,284.0,22.0,7.0,
2020-05-28,72.0,4.0,2.0,63.0,7.0,12.0,30.0,37.0,163.0,9.0,,
2020-05-29,54.0,8.0,8.0,52.0,1.0,12.0,1.0,24.0,133.0,8.0,11.0,
2020-06-01,36.0,4.0,,22.0,1.0,1.0,,7.0,391.0,10.0,1.0,
2020-06-02,189.0,8.0,7.0,140.0,3.0,15.0,18.0,92.0,350.0,21.0,2.0,
2020-06-03,204.0,7.0,22.0,163.0,9.0,22.0,25.0,83.0,533.0,34.0,2.0,
2020-06-04,139.0,12.0,16.0,107.0,9.0,18.0,21.0,67.0,684.0,25.0,2.0,
2020-06-05,140.0,6.0,17.0,130.0,3.0,8.0,30.0,64.0,524.0,22.0,3.0,
2020-06-08,93.0,6.0,6.0,67.0,4.0,9.0,15.0,25.0,326.0,13.0,2.0,
2020-06-09,135.0,5.0,3.0,101.0,3.0,7.0,7.0,42.0,386.0,43.0,3.0,
2020-06-10,156.0,11.0,8.0,129.0,1.0,16.0,19.0,57.0,741.0,40.0,2.0,
2020-06-11,49.0,2.0,1.0,38.0,,,1.0,3.0,275.0,7.0,,
2020-06-12,92.0,10.0,4.0,79.0,,4.0,5.0,3.0,529.0,24.0,2.0,
2020-06-15,128.0,5.0,39.0,85.0,10.0,9.0,39.0,91.0,982.0,49.0,1.0,
2020-06-16,175.0,10.0,18.0,128.0,7.0,19.0,36.0,42.0,797.0,92.0,,
2020-06-17,131.0,16.0,13.0,111.0,3.0,15.0,11.0,64.0,734.0,35.0,3.0,
2020-06-18,237.0,15.0,4.0,152.0,10.0,18.0,33.0,61.0,378.0,22.0,1.0,
2020-06-19,309.0,11.0,12.0,200.0,4.0,27.0,23.0,77.0,766.0,39.0,5.0,
2020-06-22,232.0,8.0,29.0,159.0,,24.0,9.0,56.0,545.0,37.0,1.0,
2020-06-23,200.0,12.0,21.0,189.0,5.0,16.0,12.0,46.0,460.0,28.0,2.0,
2020-06-24,213.0,9.0,15.0,196.0,6.0,32.0,36.0,74.0,820.0,56.0,,
2020-06-25,307.0,21.0,12.0,250.0,3.0,22.0,27.0,95.0,727.0,39.0,,
2020-06-26,140.0,9.0,13.0,134.0,9.0,19.0,18.0,66.0,771.0,22.0,1.0,
2020-06-29,89.0,6.0,9.0,78.0,7.0,14.0,33.0,55.0,213.0,16.0,1.0,
2020-06-30,90.0,6.0,14.0,90.0,3.0,10.0,17.0,37.0,187.0,5.0,2.0,
2020-07-01,130.0,8.0,20.0,111.0,7.0,20.0,8.0,45.0,643.0,36.0,1.0,
2020-07-02,136.0,13.0,7.0,142.0,8.0,17.0,19.0,70.0,470.0,43.0,3.0,
2020-07-03,159.0,11.0,6.0,130.0,5.0,18.0,31.0,71.0,626.0,23.0,5.0,
2020-07-06,162.0,11.0,16.0,171.0,11.0,15.0,22.0,36.0,440.0,31.0,,
2020-07-07,101.0,6.0,21.0,77.0,2.0,7.0,20.0,64.0,448.0,45.0,,
2020-07-08,125.0,15.0,2.0,116.0,5.0,11.0,34.0,71.0,419.0,37.0,2.0,
2020-07-09,282.0,9.0,8.0,183.0,9.0,26.0,21.0,100.0,395.0,25.0,1.0,
2020-07-10,247.0,10.0,23.0,169.0,4.0,20.0,4.0,70.0,504.0,15.0,106.0,
2020-07-13,173.0,14.0,9.0,121.0,8.0,24.0,34.0,48.0,590.0,42.0,,
2020-07-14,98.0,6.0,10.0,99.0,12.0,13.0,24.0,61.0,545.0,61.0,,
2020-07-15,136.0,15.0,16.0,127.0,,17.0,57.0,64.0,586.0,20.0,20.0,
2020-07-16,115.0,7.0,3.0,102.0,7.0,17.0,33.0,71.0,506.0,72.0,,
2020-07-17,162.0,9.0,5.0,142.0,2.0,9.0,4.0,66.0,499.0,43.0,15.0,
2020-07-20,186.0,5.0,10.0,157.0,6.0,19.0,27.0,63.0,580.0,34.0,,
2020-07-21,134.0,5.0,,115.0,4.0,28.0,16.0,62.0,430.0,28.0,2.0,
2020-07-22,100.0,11.0,16.0,80.0,8.0,14.0,20.0,41.0,338.0,18.0,2.0,
2020-07-23,287.0,12.0,17.0,197.0,7.0,22.0,18.0,94.0,551.0,45.0,1.0,
2020-07-24,257.0,8.0,23.0,182.0,12.0,20.0,17.0,70.0,777.0,48.0,2.0,
2020-07-27,218.0,16.0,6.0,177.0,5.0,19.0,16.0,58.0,483.0,30.0,,
2020-07-28,109.0,9.0,7.0,115.0,19.0,14.0,34.0,65.0,164.0,42.0,,1.0
2020-07-29,96.0,12.0,7.0,80.0,8.0,18.0,15.0,61.0,187.0,30.0,13.0,
2020-07-30,99.0,16.0,7.0,82.0,8.0,7.0,32.0,45.0,228.0,70.0,2.0,
2020-07-31,80.0,12.0,12.0,57.0,,8.0,14.0,32.0,129.0,12.0,,
2020-08-01,10.0,,,7.0,,1.0,,3.0,289.0,11.0,2.0,
2020-08-03,136.0,8.0,24.0,100.0,14.0,7.0,8.0,64.0,540.0,24.0,3.0,
2020-08-04,198.0,13.0,10.0,205.0,6.0,12.0,18.0,52.0,410.0,32.0,,
2020-08-05,102.0,12.0,13.0,82.0,18.0,20.0,26.0,60.0,285.0,34.0,1.0,
2020-08-06,154.0,11.0,4.0,134.0,10.0,19.0,15.0,81.0,476.0,43.0,2.0,
2020-08-07,131.0,10.0,7.0,99.0,14.0,14.0,17.0,37.0,231.0,22.0,2.0,
2020-08-10,111.0,8.0,36.0,95.0,1.0,15.0,22.0,57.0,328.0,20.0,,
2020-08-11,227.0,8.0,14.0,149.0,13.0,26.0,14.0,97.0,273.0,26.0,35.0,
2020-08-12,140.0,5.0,6.0,112.0,7.0,28.0,36.0,68.0,341.0,34.0,3.0,
2020-08-13,164.0,11.0,6.0,134.0,8.0,17.0,23.0,45.0,519.0,29.0,4.0,
2020-08-14,189.0,8.0,1.0,158.0,5.0,20.0,6.0,58.0,227.0,11.0,1.0,
2020-08-17,114.0,10.0,23.0,111.0,12.0,20.0,22.0,59.0,594.0,31.0,36.0,
2020-08-18,102.0,12.0,60.0,106.0,5.0,13.0,14.0,61.0,312.0,21.0,,
2020-08-19,432.0,5.0,21.0,327.0,10.0,32.0,18.0,102.0,579.0,34.0,2.0,
2020-08-20,188.0,6.0,4.0,158.0,14.0,12.0,18.0,75.0,478.0,34.0,2.0,
2020-08-21,411.0,17.0,1.0,388.0,5.0,40.0,33.0,79.0,402.0,47.0,5.0,
2020-08-24,194.0,9.0,14.0,121.0,19.0,25.0,25.0,75.0,778.0,54.0,4.0,
2020-08-25,186.0,5.0,29.0,142.0,16.0,30.0,25.0,63.0,487.0,35.0,2.0,
2020-08-26,204.0,6.0,26.0,179.0,6.0,27.0,8.0,80.0,252.0,26.0,,1.0
2020-08-27,108.0,7.0,9.0,89.0,16.0,13.0,19.0,42.0,177.0,18.0,29.0,
2020-08-28,83.0,7.0,5.0,84.0,9.0,9.0,19.0,43.0,152.0,6.0,,
2020-08-30,,,,4.0,,,,,,,,
2020-08-31,84.0,6.0,1.0,82.0,7.0,15.0,13.0,33.0,200.0,18.0,,
2020-09-01,179.0,7.0,6.0,157.0,20.0,19.0,27.0,72.0,502.0,28.0,2.0,
2020-09-02,121.0,18.0,10.0,111.0,12.0,18.0,35.0,53.0,546.0,42.0,1.0,
2020-09-03,157.0,13.0,,121.0,6.0,25.0,19.0,62.0,246.0,21.0,1.0,
2020-09-04,169.0,11.0,13.0,174.0,12.0,25.0,20.0,68.0,475.0,25.0,,
2020-09-07,285.0,15.0,16.0,245.0,11.0,41.0,37.0,58.0,466.0,24.0,3.0,1.0
2020-09-08,152.0,8.0,23.0,106.0,4.0,18.0,11.0,69.0,421.0,37.0,5.0,
2020-09-09,258.0,12.0,19.0,171.0,12.0,29.0,26.0,103.0,311.0,22.0,7.0,
2020-09-10,113.0,7.0,6.0,109.0,6.0,20.0,17.0,55.0,380.0,33.0,2.0,
2020-09-11,152.0,13.0,13.0,161.0,8.0,24.0,27.0,71.0,443.0,25.0,2.0,
2020-09-14,160.0,12.0,10.0,136.0,4.0,13.0,17.0,48.0,378.0,27.0,7.0,
2020-09-15,200.0,15.0,13.0,215.0,10.0,30.0,35.0,44.0,604.0,51.0,1.0,
2020-09-16,132.0,10.0,29.0,131.0,9.0,17.0,45.0,69.0,721.0,104.0,5.0,
2020-09-17,187.0,6.0,13.0,157.0,16.0,24.0,16.0,93.0,447.0,45.0,2.0,
2020-09-18,128.0,8.0,22.0,119.0,2.0,22.0,10.0,47.0,339.0,17.0,1.0,1.0
2020-09-20,,,,,,,,1.0,,,,
2020-09-21,208.0,23.0,2.0,164.0,3.0,30.0,17.0,66.0,579.0,34.0,,
2020-09-22,167.0,8.0,17.0,112.0,7.0,16.0,22.0,44.0,671.0,35.0,,
2020-09-23,346.0,22.0,20.0,239.0,16.0,37.0,21.0,71.0,492.0,37.0,1.0,
2020-09-24,376.0,21.0,28.0,297.0,11.0,36.0,33.0,68.0,656.0,44.0,2.0,
2020-09-25,260.0,6.0,6.0,234.0,8.0,30.0,9.0,76.0,834.0,44.0,,
2020-09-27,,1.0,,,,,,,2.0,,,
2020-09-28,181.0,12.0,17.0,149.0,1.0,21.0,7.0,50.0,373.0,10.0,,
2020-09-29,110.0,10.0,16.0,111.0,,10.0,7.0,46.0,237.0,11.0,,
2020-09-30,133.0,12.0,15.0,108.0,3.0,12.0,17.0,58.0,210.0,15.0,1.0,
2020-10-01,114.0,7.0,4.0,111.0,17.0,25.0,42.0,66.0,483.0,28.0,3.0,
2020-10-02,163.0,12.0,38.0,150.0,7.0,20.0,22.0,62.0,420.0,34.0,1.0,
2020-10-05,204.0,9.0,21.0,150.0,4.0,13.0,22.0,52.0,339.0,21.0,2.0,
2020-10-06,137.0,9.0,7.0,134.0,,14.0,3.0,49.0,556.0,23.0,,
2020-10-07,148.0,8.0,3.0,114.0,13.0,15.0,17.0,53.0,302.0,23.0,3.0,
2020-10-08,148.0,9.0,15.0,128.0,14.0,22.0,20.0,57.0,448.0,33.0,3.0,
2020-10-09,173.0,6.0,25.0,149.0,15.0,23.0,53.0,77.0,360.0,28.0,6.0,
2020-10-12,118.0,9.0,15.0,120.0,5.0,22.0,27.0,43.0,441.0,20.0,,
2020-10-13,180.0,9.0,28.0,160.0,6.0,34.0,25.0,53.0,443.0,31.0,4.0,
2020-10-14,336.0,15.0,6.0,266.0,11.0,39.0,12.0,123.0,539.0,38.0,5.0,
2020-10-15,216.0,14.0,18.0,180.0,7.0,24.0,52.0,47.0,730.0,84.0,1.0,
2020-10-16,148.0,11.0,15.0,117.0,12.0,30.0,26.0,59.0,576.0,31.0,4.0,
2020-10-19,119.0,13.0,26.0,129.0,6.0,15.0,16.0,52.0,556.0,24.0,3.0,
2020-10-20,132.0,14.0,2.0,146.0,8.0,25.0,38.0,43.0,398.0,47.0,2.0,
2020-10-21,195.0,9.0,11.0,134.0,8.0,33.0,36.0,58.0,570.0,23.0,3.0,
2020-10-22,154.0,16.0,8.0,134.0,1.0,29.0,10.0,60.0,301.0,20.0,2.0,
2020-10-23,333.0,10.0,20.0,252.0,12.0,35.0,19.0,71.0,1063.0,75.0,2.0,
2020-10-26,362.0,19.0,18.0,273.0,4.0,37.0,23.0,61.0,423.0,30.0,1.0,
2020-10-27,91.0,9.0,23.0,86.0,16.0,10.0,19.0,41.0,214.0,8.0,4.0,
2020-10-28,89.0,6.0,26.0,91.0,25.0,16.0,44.0,66.0,242.0,35.0,1.0,
2020-10-29,96.0,6.0,4.0,85.0,8.0,10.0,29.0,52.0,177.0,16.0,,
2020-10-30,87.0,5.0,15.0,94.0,4.0,19.0,14.0,53.0,187.0,15.0,,
2020-11-01,14.0,1.0,1.0,4.0,,1.0,,8.0,372.0,9.0,,
2020-11-02,100.0,11.0,17.0,118.0,15.0,11.0,13.0,43.0,359.0,14.0,2.0,
2020-11-03,228.0,20.0,13.0,201.0,3.0,27.0,9.0,57.0,525.0,83.0,32.0,
2020-11-04,150.0,8.0,22.0,138.0,40.0,14.0,18.0,58.0,481.0,27.0,2.0,
2020-11-05,650.0,14.0,24.0,676.0,5.0,18.0,14.0,54.0,344.0,14.0,5.0,
2020-11-06,158.0,9.0,6.0,112.0,12.0,29.0,32.0,59.0,405.0,28.0,,
2020-11-09,90.0,9.0,13.0,96.0,3.0,19.0,8.0,49.0,531.0,32.0,,
2020-11-10,113.0,2.0,28.0,100.0,16.0,19.0,53.0,44.0,322.0,14.0,,
2020-11-11,72.0,4.0,11.0,59.0,7.0,8.0,13.0,27.0,241.0,35.0,,
2020-11-12,129.0,6.0,18.0,104.0,18.0,21.0,35.0,45.0,455.0,35.0,6.0,
2020-11-13,221.0,9.0,20.0,188.0,5.0,21.0,6.0,61.0,595.0,40.0,7.0,
2020-11-16,137.0,5.0,8.0,71.0,10.0,13.0,16.0,52.0,458.0,35.0,1.0,
2020-11-17,106.0,16.0,14.0,91.0,14.0,16.0,14.0,38.0,564.0,25.0,2.0,
2020-11-18,178.0,12.0,27.0,128.0,9.0,22.0,59.0,54.0,415.0,28.0,5.0,
2020-11-19,112.0,7.0,11.0,125.0,10.0,29.0,21.0,49.0,773.0,37.0,3.0,
2020-11-20,116.0,3.0,13.0,96.0,18.0,25.0,22.0,41.0,467.0,28.0,3.0,
2020-11-23,334.0,13.0,26.0,246.0,4.0,37.0,13.0,46.0,691.0,33.0,2.0,
2020-11-24,339.0,20.0,25.0,268.0,18.0,34.0,35.0,42.0,519.0,26.0,4.0,
2020-11-25,166.0,11.0,17.0,126.0,34.0,22.0,7.0,47.0,718.0,41.0,,
2020-11-26,99.0,15.0,7.0,91.0,5.0,21.0,17.0,36.0,268.0,16.0,4.0,
2020-11-27,56.0,4.0,42.0,36.0,13.0,13.0,8.0,34.0,298.0,10.0,4.0,
2020-11-30,101.0,9.0,5.0,130.0,16.0,6.0,29.0,44.0,193.0,20.0,4.0,
2020-12-01,91.0,11.0,22.0,92.0,17.0,12.0,23.0,29.0,569.0,27.0,4.0,
2020-12-02,105.0,3.0,16.0,89.0,14.0,12.0,24.0,39.0,463.0,19.0,,
2020-12-03,119.0,6.0,6.0,86.0,19.0,23.0,15.0,32.0,467.0,32.0,1.0,
2020-12-04,181.0,8.0,2.0,135.0,4.0,12.0,8.0,18.0,317.0,17.0,1.0,
2020-12-07,96.0,7.0,26.0,73.0,23.0,13.0,18.0,57.0,596.0,17.0,,
2020-12-08,148.0,4.0,25.0,117.0,12.0,24.0,96.0,53.0,507.0,29.0,4.0,
2020-12-09,190.0,13.0,13.0,122.0,7.0,16.0,20.0,80.0,350.0,37.0,2.0,1.0
2020-12-10,69.0,10.0,2.0,69.0,8.0,12.0,11.0,45.0,342.0,26.0,,
2020-12-11,81.0,6.0,8.0,74.0,5.0,19.0,20.0,24.0,329.0,20.0,,1.0
2020-12-14,230.0,11.0,4.0,138.0,7.0,27.0,17.0,35.0,912.0,48.0,,
2020-12-15,101.0,18.0,17.0,93.0,23.0,21.0,26.0,55.0,496.0,41.0,1.0,
2020-12-16,150.0,8.0,14.0,111.0,13.0,29.0,17.0,35.0,580.0,27.0,2.0,
2020-12-17,197.0,9.0,11.0,153.0,21.0,38.0,19.0,57.0,559.0,36.0,1.0,
2020-12-18,243.0,13.0,6.0,143.0,12.0,38.0,32.0,43.0,769.0,37.0,3.0,
2020-12-21,194.0,7.0,13.0,152.0,17.0,22.0,29.0,53.0,640.0,58.0,2.0,
2020-12-22,92.0,7.0,26.0,79.0,21.0,21.0,64.0,23.0,737.0,46.0,1.0,
2020-12-23,94.0,9.0,17.0,74.0,7.0,20.0,16.0,31.0,424.0,21.0,,
2020-12-24,8.0,2.0,,5.0,,1.0,,,21.0,1.0,,
2020-12-28,64.0,5.0,10.0,50.0,48.0,14.0,58.0,46.0,234.0,5.0,,
2020-12-29,55.0,5.0,16.0,51.0,21.0,8.0,21.0,35.0,180.0,13.0,,
2020-12-30,59.0,9.0,30.0,54.0,11.0,8.0,7.0,27.0,109.0,14.0,,
2020-12-31,7.0,1.0,,5.0,,,,,22.0,1.0,,
